,company_name,rating,description,highly rated for,critically rated for
884,GAO Tek,4.5,Electrical Equipment | 201-500 Employees | 19 years old | New York +27 more,"Skill Development / Learning, Work Life Balance, Company Culture",Salary & Benefits
885,Ceasefire Industries,3.3,Industrial Machinery | 1k-5k Employees | 22 years old | Noida +69 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
886,Medplus(optival Health Solutions),3.6,501-1k Employees | Fortune India 500 | 18 years old | Hyderabad +84 more,--,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
887,Hyundai Mobis,3.9,Auto Components | 1k-5k Employees | Forbes Global 2000 | 7 years old | Kanchipuram +41 more,"Job Security, Salary & Benefits",Promotions / Appraisal
888,Nippon Paint India,4.1,Chemicals | 1k-5k Employees | Forbes Global 2000 | 143 years old | Osaka +118 more,"Skill Development / Learning, Work Life Balance",--
889,V2 Retail,3.6,Retail | 1k-5k Employees | Public | 23 years old | Delhi/NCR +88 more,--,"Job Security, Company Culture, Work Satisfaction"
890,Aerial Telecom Solutions,4.5,Telecom | 5k-10k Employees | 14 years old | Mohali +84 more,"Work Life Balance, Work Satisfaction, Company Culture",--
891,Capacit'e Infraprojects,3.6,Engineering & Construction | 1k-5k Employees | Public | 12 years old | Mumbai +30 more,--,"Promotions / Appraisal, Salary & Benefits, Company Culture"
892,TechnipFMC,4.0,Industrial Machinery | 1k-5k Employees | 7 years old | Paris +40 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
893,Unicharm,4.2,Beauty & Personal Care | 1k-5k Employees | Forbes Global 2000 | 63 years old | Mita +139 more,"Job Security, Skill Development / Learning, Salary & Benefits",--
894,Brillio,3.6,IT Services & Consulting | 1k-5k Employees | 10 years old | Edison +11 more,--,"Promotions / Appraisal, Job Security, Work Satisfaction"
895,Provana,3.7,IT Services & Consulting | 1k-5k Employees | 13 years old | Lisle +5 more,--,Promotions / Appraisal
896,ThyssenKrupp Industries India,4.1,Industrial Machinery | 1k-5k Employees | Conglomerate | 77 years old | Pune +44 more,"Job Security, Work Life Balance, Company Culture",--
897,Muthoot Microfin,4.4,NBFC | 10k-50k Employees | 9 years old | Ernakulam +231 more,"Skill Development / Learning, Job Security, Company Culture",--
898,Hindustan Zinc,3.9,Metals & Mining | 1k-5k Employees | Public | 58 years old | Udaipur +27 more,Salary & Benefits,"Work Life Balance, Company Culture, Job Security"
899,Nykaa,3.5,Internet | 1k-5k Employees | Public | 12 years old | Mumbai +80 more,--,"Promotions / Appraisal, Company Culture, Work Satisfaction"
900,Kotak Mahindra Prime,4.1,NBFC | 5k-10k Employees | Public | 28 years old | Mumbai +121 more,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
901,Dana Anand,4.2,Auto Components | 1k-5k Employees | 31 years old | Delhi/NCR +37 more,"Skill Development / Learning, Company Culture, Job Security",--
902,Hathway,3.7,Broadcasting | 501-1k Employees | 65 years old | Mumbai +47 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
903,Happiest Minds Technologies,3.9,IT Services & Consulting | 1k-5k Employees | Public | 13 years old | Bangalore +13 more,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
904,GEP Worldwide,3.8,IT Services & Consulting | 1k-5k Employees | 25 years old | Clark +10 more,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
905,Qualcomm,3.9,Semiconductors | 10k-50k Employees | Forbes Global 2000 | 28 years old | San Diego +15 more,"Salary & Benefits, Company Culture",--
906,Intex Technologies,3.6,Consumer Electronics & Appliances | 1k-5k Employees | Public | 28 years old | Delhi/NCR +71 more,--,"Job Security, Promotions / Appraisal, Company Culture"
907,United Alliance Technology,4.9,IT Services & Consulting | Pune +9 more,"Company Culture, Work Life Balance, Work Satisfaction",--
908,TEKsystems,3.5,IT Services & Consulting | 1k-5k Employees | 41 years old | Hanover +13 more,--,"Promotions / Appraisal, Job Security, Skill Development / Learning"
909,Reliance AJIO,3.8,Internet | 1k-5k Employees | 8 years old | Bengaluru +189 more,--,Promotions / Appraisal
910,CarDekho,3.7,Internet | 1k-5k Employees | Indian Unicorn | 16 years old | Jaipur +68 more,--,"Job Security, Promotions / Appraisal"
911,CenturyPly,4.0,Furniture & Furnishing | 1k-5k Employees | Public | 38 years old | Kolkata +99 more,--,Promotions / Appraisal
912,Bosch Chassis Systems,4.2,Auto Components | 1k-5k Employees | 73 years old | Gerlingen +21 more,"Company Culture, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
913,Stanza Living,3.1,Internet | 501-1k Employees | Startup | 7 years old | Delhi +30 more,--,"Job Security, Promotions / Appraisal, Work Satisfaction"
914,TK Elevator,4.0,Industrial Machinery | 1k-5k Employees | 29 years old | Essen +65 more,"Work Life Balance, Job Security",Promotions / Appraisal
915,More Supermarket,3.9,Retail | 10k-50k Employees | 17 years old | Mumbai +124 more,--,"Promotions / Appraisal, Job Security"
916,ZF Steering Gear,3.8,Auto Components | 501-1k Employees | Public | 109 years old | Pune +22 more,--,"Promotions / Appraisal, Salary & Benefits"
917,Colliers International,4.0,Real Estate | 1k-5k Employees | 29 years old | Ontario +32 more,--,--
918,TradeIndia (Infocom Network Private Limited),3.4,Internet | 1k-5k Employees | 28 years old | Noida +39 more,--,"Promotions / Appraisal, Job Security, Work Satisfaction"
919,Apotex Research,4.2,Pharma | 201-500 Employees | 21 years old | Brantford +13 more,"Work Life Balance, Company Culture, Job Security",--
920,Feedback Infrastructure Services,3.5,Engineering & Construction | 5k-10k Employees | 34 years old | Gurgaon/Gurugram +120 more,--,"Promotions / Appraisal, Salary & Benefits, Job Security"
921,Karur Vysya Bank,3.8,Banking | 5k-10k Employees | Public | 108 years old | Karur +133 more,--,"Promotions / Appraisal, Company Culture, Work Satisfaction"
922,Tube Investments of India,4.0,Engineering & Construction | 1k-5k Employees | Public | 75 years old | Chennai +54 more,"Skill Development / Learning, Job Security, Work Life Balance",Promotions / Appraisal
923,Pizza Hut,3.9,Hospitality | 1k-5k Employees | 66 years old | Plano +103 more,Skill Development / Learning,--
924,Colgate Palmolive,4.2,FMCG | 1k-5k Employees | Public | 87 years old | New York +98 more,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
925,Spandana Sphoorty Financial,3.8,NBFC | 10k-50k Employees | Public | 26 years old | Hyderabad/Secunderabad +226 more,--,--
926,Kinara Capital,4.5,FinTech | 1k-5k Employees | 13 years old | Bangalore +108 more,"Company Culture, Skill Development / Learning, Work Life Balance",--
927,Syngenta,4.3,Agriculture | 1k-5k Employees | 24 years old | Basel +136 more,"Company Culture, Work Life Balance, Skill Development / Learning",--
928,Acuity Knowledge Partners,3.5,Financial Services | 1k-5k Employees | 22 years old | London +12 more,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
929,Kirloskar Brothers,4.1,Industrial Machinery | 1k-5k Employees | Public | 136 years old | Pune +57 more,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal
930,Secure Meters,4.1,Electronics Manufacturing | 1k-5k Employees | Public | 37 years old | Udaipur +68 more,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
931,Diageo,4.1,Beverage | 1k-5k Employees | Public | 27 years old | London +83 more,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
932,Fidelity Investments,4.3,Financial Services | 5k-10k Employees | 78 years old | Boston +14 more,"Job Security, Company Culture, Work Life Balance",--
933,Imperial Auto Industries,3.8,Auto Components | 1k-5k Employees | Public | 55 years old | Faridabad +33 more,Job Security,"Promotions / Appraisal, Salary & Benefits"
934,Rashmi Metaliks,3.6,Iron & Steel | 1k-5k Employees | 20 years old | Kolkata +25 more,--,"Company Culture, Job Security, Work Satisfaction"
935,Aditya Birla Finance,3.9,NBFC | 1k-5k Employees | 12 years old | Mumbai +145 more,"Salary & Benefits, Skill Development / Learning, Work Life Balance",--
936,H.G. Infra Engineering,4.4,Engineering & Construction | 1k-5k Employees | Public | 21 years old | Jaipur +76 more,"Skill Development / Learning, Salary & Benefits, Company Culture",--
937,Genius Consultants,3.8,Recruitment | 201-500 Employees | 31 years old | Kolkata +75 more,--,"Promotions / Appraisal, Salary & Benefits"
938,Pristyn Care,3.6,Healthcare | 1k-5k Employees | Indian Unicorn | 6 years old | Delhi +26 more,--,"Work Life Balance, Job Security"
939,Tata Chemicals,4.2,Chemicals | 1k-5k Employees | Public | 85 years old | Mumbai +78 more,"Job Security, Skill Development / Learning, Work Life Balance",--
940,Sundaram Finance,4.2,NBFC | 1k-5k Employees | Public | 70 years old | Chennai +204 more,"Job Security, Company Culture, Work Life Balance",--
941,Dassault Systemes,4.1,Software Product | 5k-10k Employees | Forbes Global 2000 | 43 years old | Velizy-villacoublay +8 more,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
942,Ahluwalia Contracts India,4.1,Engineering & Construction | 1k-5k Employees | Public | 59 years old | Delhi/NCR +47 more,Job Security,Promotions / Appraisal
943,Pricol,4.0,Auto Components | 1k-5k Employees | Public | 49 years old | Coimbatore +25 more,"Skill Development / Learning, Company Culture, Work Satisfaction",Promotions / Appraisal
944,Shalby Hospitals,4.6,Healthcare | 1k-5k Employees | Public | 30 years old | Ahmedabad +23 more,"Skill Development / Learning, Company Culture, Work Life Balance",--
945,Nilkamal,3.9,Furniture & Furnishing | 1k-5k Employees | Public | 43 years old | Mumbai +95 more,--,"Promotions / Appraisal, Salary & Benefits"
946,Sundaram Clayton,4.1,Auto Components | 1k-5k Employees | Public | 62 years old | Chennai +24 more,"Skill Development / Learning, Salary & Benefits, Company Culture",--
947,FLSmidth,3.7,Industrial Machinery | 1k-5k Employees | 142 years old | Copenhagen +19 more,Work Life Balance,"Job Security, Promotions / Appraisal, Salary & Benefits"
948,VIP Industries,4.0,Retail | 1k-5k Employees | Public | 53 years old | Mumbai +83 more,--,Promotions / Appraisal
949,PayPal,3.9,FinTech | 1k-5k Employees | Forbes Global 2000 | 26 years old | San Jose +11 more,"Salary & Benefits, Company Culture, Work Life Balance","Promotions / Appraisal, Job Security"
950,SLK Global Services,3.9,BPO | 1k-5k Employees | 24 years old | Dallas +8 more,"Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal"
951,Gmmco,4.2,Industrial Machinery | 1k-5k Employees | 57 years old | Chennai +79 more,"Skill Development / Learning, Job Security, Work Satisfaction",--
952,Incedo,3.4,IT Services & Consulting | 1k-5k Employees | 13 years old | Iselin +10 more,--,"Promotions / Appraisal, Work Satisfaction, Job Security"
953,CALIBEHR,4.0,Recruitment | 10k-50k Employees | 45 years old | Mumbai +123 more,--,Promotions / Appraisal
954,Orchids International School,3.0,Education & Training | 1k-5k Employees | 20 years old | Nasik/Nashik +26 more,--,"Promotions / Appraisal, Work Satisfaction, Job Security"
955,eClinicalWorks,3.9,Software Product | 1k-5k Employees | 25 years old | Westborough +13 more,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal
956,Fusion Microfinance,4.1,NBFC | 10k-50k Employees | 14 years old | Delhi +201 more,"Job Security, Company Culture, Work Life Balance",--
957,Visionet Systems,3.3,IT Services & Consulting | 1k-5k Employees | 29 years old | Cranbury +10 more,--,"Promotions / Appraisal, Job Security, Salary & Benefits"
958,AstraZeneca,4.2,Pharma | 501-1k Employees | Public | 25 years old | Cambridge +39 more,"Work Life Balance, Company Culture, Job Security",--
959,Nirma,4.3,FMCG | 10k-50k Employees | Fortune India 500 | 34 years old | Ahmedabad +54 more,"Job Security, Work Life Balance, Work Satisfaction",--
960,Mahindra First Choice Wheels,3.9,Internet | 1k-5k Employees | 30 years old | Mumbai +107 more,--,Promotions / Appraisal
961,Next Education India,3.8,EdTech | 1k-5k Employees | 17 years old | Hyderabad/Secunderabad +81 more,--,"Job Security, Promotions / Appraisal"
962,Perfetti Van Melle,4.4,Food Processing | 1k-5k Employees | 23 years old | Lainate +124 more,"Company Culture, Skill Development / Learning, Work Satisfaction",--
963,Egis  India Consulting Engineers,4.1,Engineering & Construction | 1k-5k Employees | 19 years old | Gurgaon/Gurugram +99 more,"Work Life Balance, Company Culture, Work Satisfaction",--
964,JTEKT,4.2,Auto Components | 1k-5k Employees | Public | 18 years old | Osaka +23 more,"Job Security, Company Culture, Skill Development / Learning",--
965,MakeMyTrip,3.7,Internet | 5k-10k Employees | Public | 24 years old | Gurgaon +37 more,--,Promotions / Appraisal
966,KIMS Hospital,4.1,Healthcare | 1k-5k Employees | 12 years old | Hyderabad/Secunderabad +40 more,"Skill Development / Learning, Job Security, Work Life Balance",--
967,LOREAL,4.1,Beauty & Personal Care | 1k-5k Employees | Forbes Global 2000 | 33 years old | Clichy +81 more,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
968,Air India,4.1,Aviation | 10k-50k Employees | Central | 94 years old | Delhi/NCR +51 more,"Skill Development / Learning, Work Life Balance, Job Security",--
969,Hikal,4.1,Pharma | 1k-5k Employees | 36 years old | Mumbai +18 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
970,Pacific BPO,3.6,BPO | 1k-5k Employees | 14 years old | Noida +14 more,--,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
971,Caratlane Trading,4.3,Jewellery | 1k-5k Employees | 16 years old | Chennai +55 more,"Company Culture, Skill Development / Learning, Job Security",--
972,VeeTechnologies,3.8,IT Services & Consulting | 1k-5k Employees | 24 years old | New York +25 more,Job Security,--
973,MAHLE ANAND Filter Systems,4.1,Auto Components | 1k-5k Employees | 19 years old | Stuttgart +25 more,"Job Security, Company Culture, Work Life Balance",--
974,Birla Corporation,4.2,Building Material | 5k-10k Employees | Public | 105 years old | Kolkata +110 more,"Job Security, Work Life Balance, Company Culture",--
975,HFCL,4.2,Hardware & Networking | 1k-5k Employees | Public | 37 years old | Delhi/NCR +92 more,"Work Life Balance, Job Security, Skill Development / Learning",--
976,INDO-MIM,4.3,Industrial Machinery | 1k-5k Employees | 26 years old | Bangalore/Bengaluru +20 more,"Job Security, Work Life Balance, Skill Development / Learning",--
977,Teva Pharmaceuticals,4.2,Pharma | 1k-5k Employees | Forbes Global 2000 | 45 years old | Dublin +33 more,"Work Life Balance, Company Culture, Job Security",--
978,Fluor Corporation,4.3,Forbes Global 2000 | Gurgaon / Gurugram +22 more,"Work Life Balance, Company Culture, Salary & Benefits",Job Security
979,Vedanta Aluminium,3.9,Metals & Mining | 1k-5k Employees | 21 years old | Jharsuguda +31 more,"Salary & Benefits, Job Security","Work Satisfaction, Promotions / Appraisal, Work Life Balance"
